class_index,synset,wordnet_id,gloss,wikilinks,supercategory,val_sample_paths
608,"jean, blue jean, denim",n03594734,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear,['https://en.wikipedia.org/wiki/Jeans'],"Clothes, covering","['ILSVRC2012_val_00000110.JPEG', 'ILSVRC2012_val_00039955.JPEG', 'ILSVRC2012_val_00043905.JPEG', 'ILSVRC2012_val_00002453.JPEG', 'ILSVRC2012_val_00028247.JPEG']"
609,"jeep, landrover",n03594945,a car suitable for traveling over rough terrain,['https://en.wikipedia.org/wiki/Off-road_vehicle'],vehicles,"['ILSVRC2012_val_00006062.JPEG', 'ILSVRC2012_val_00005302.JPEG', 'ILSVRC2012_val_00029922.JPEG', 'ILSVRC2012_val_00017611.JPEG', 'ILSVRC2012_val_00045779.JPEG']"
610,"jersey, T-shirt, tee shirt",n03595614,a close-fitting pullover shirt,['https://en.wikipedia.org/wiki/T-shirt'],"Clothes, covering","['ILSVRC2012_val_00002248.JPEG', 'ILSVRC2012_val_00019855.JPEG', 'ILSVRC2012_val_00016334.JPEG', 'ILSVRC2012_val_00006843.JPEG', 'ILSVRC2012_val_00013803.JPEG']"
611,jigsaw puzzle,n03598930,a puzzle that requires you to reassemble a picture that has been mounted on a stiff base and cut into interlocking pieces,['https://en.wikipedia.org/wiki/Jigsaw_puzzle'],Devices,"['ILSVRC2012_val_00016709.JPEG', 'ILSVRC2012_val_00010088.JPEG', 'ILSVRC2012_val_00001266.JPEG', 'ILSVRC2012_val_00011552.JPEG', 'ILSVRC2012_val_00039089.JPEG']"
612,"jinrikisha, ricksha, rickshaw",n03599486,a small two-wheeled cart for one passenger; pulled by one person,['https://en.wikipedia.org/wiki/Rickshaw'],vehicles,"['ILSVRC2012_val_00003203.JPEG', 'ILSVRC2012_val_00047366.JPEG', 'ILSVRC2012_val_00046133.JPEG', 'ILSVRC2012_val_00008961.JPEG', 'ILSVRC2012_val_00027701.JPEG']"
613,joystick,n03602883,a manual control consisting of a vertical handle that can move freely in two directions; used as an input device to computers or to devices controlled by computers,['https://en.wikipedia.org/wiki/Joystick'],Devices,"['ILSVRC2012_val_00029516.JPEG', 'ILSVRC2012_val_00037927.JPEG', 'ILSVRC2012_val_00017448.JPEG', 'ILSVRC2012_val_00005803.JPEG', 'ILSVRC2012_val_00005640.JPEG']"
614,kimono,n03617480,a loose robe; imitated from robes originally worn by Japanese,['https://en.wikipedia.org/wiki/Kimono'],"Clothes, covering","['ILSVRC2012_val_00047695.JPEG', 'ILSVRC2012_val_00006657.JPEG', 'ILSVRC2012_val_00049501.JPEG', 'ILSVRC2012_val_00042697.JPEG', 'ILSVRC2012_val_00018442.JPEG']"
615,knee pad,n03623198,protective garment consisting of a pad worn by football or baseball or hockey players,['https://en.wikipedia.org/wiki/Knee_pad'],"Clothes, covering","['ILSVRC2012_val_00011336.JPEG', 'ILSVRC2012_val_00039114.JPEG', 'ILSVRC2012_val_00035225.JPEG', 'ILSVRC2012_val_00022206.JPEG', 'ILSVRC2012_val_00046875.JPEG']"
616,knot,n03627232,any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object,['https://en.wikipedia.org/wiki/Knot'],Devices,"['ILSVRC2012_val_00002377.JPEG', 'ILSVRC2012_val_00012368.JPEG', 'ILSVRC2012_val_00030434.JPEG', 'ILSVRC2012_val_00021785.JPEG', 'ILSVRC2012_val_00019463.JPEG']"
617,"lab coat, laboratory coat",n03630383,a light coat worn to protect clothing from substances used while working in a laboratory,['https://en.wikipedia.org/wiki/White_coat'],"Clothes, covering","['ILSVRC2012_val_00007703.JPEG', 'ILSVRC2012_val_00004189.JPEG', 'ILSVRC2012_val_00026329.JPEG', 'ILSVRC2012_val_00036584.JPEG', 'ILSVRC2012_val_00040554.JPEG']"
618,ladle,n03633091,a spoon-shaped vessel with a long handle; frequently used to transfer liquids from one container to another,['https://en.wikipedia.org/wiki/Ladle_(spoon)'],"Implements, containers, misc. objects","['ILSVRC2012_val_00028149.JPEG', 'ILSVRC2012_val_00044816.JPEG', 'ILSVRC2012_val_00029666.JPEG', 'ILSVRC2012_val_00044220.JPEG', 'ILSVRC2012_val_00024083.JPEG']"
619,"lampshade, lamp shade",n03637318,a protective ornamental shade used to screen a light bulb from direct view,['https://en.wikipedia.org/wiki/Lampshade'],"Clothes, covering","['ILSVRC2012_val_00024114.JPEG', 'ILSVRC2012_val_00017312.JPEG', 'ILSVRC2012_val_00013438.JPEG', 'ILSVRC2012_val_00033621.JPEG', 'ILSVRC2012_val_00010971.JPEG']"
620,"laptop, laptop computer",n03642806,a portable computer small enough to use in your lap,['https://en.wikipedia.org/wiki/Laptop'],Devices,"['ILSVRC2012_val_00029674.JPEG', 'ILSVRC2012_val_00016812.JPEG', 'ILSVRC2012_val_00018063.JPEG', 'ILSVRC2012_val_00019840.JPEG', 'ILSVRC2012_val_00045326.JPEG']"
621,"lawn mower, mower",n03649909,garden tool for mowing grass on lawns,['https://en.wikipedia.org/wiki/Lawn_mower'],"Implements, containers, misc. objects","['ILSVRC2012_val_00013162.JPEG', 'ILSVRC2012_val_00034494.JPEG', 'ILSVRC2012_val_00021670.JPEG', 'ILSVRC2012_val_00006017.JPEG', 'ILSVRC2012_val_00023077.JPEG']"
622,"lens cap, lens cover",n03657121,cap used to keep lens free of dust when not in use,['https://en.wikipedia.org/wiki/Lens_cover'],"Clothes, covering","['ILSVRC2012_val_00006181.JPEG', 'ILSVRC2012_val_00013060.JPEG', 'ILSVRC2012_val_00045993.JPEG', 'ILSVRC2012_val_00001947.JPEG', 'ILSVRC2012_val_00029193.JPEG']"
623,"letter opener, paper knife, paperknife",n03658185,dull knife used to cut open the envelopes in which letters are mailed or to slit uncut pages of books,['https://en.wikipedia.org/wiki/Paper_knife'],"Implements, containers, misc. objects","['ILSVRC2012_val_00010514.JPEG', 'ILSVRC2012_val_00022870.JPEG', 'ILSVRC2012_val_00043869.JPEG', 'ILSVRC2012_val_00043645.JPEG', 'ILSVRC2012_val_00045642.JPEG']"
624,library,n03661043,a building that houses a collection of books and other materials,['https://en.wikipedia.org/wiki/Library'],"Structures, furnishing","['ILSVRC2012_val_00043408.JPEG', 'ILSVRC2012_val_00045865.JPEG', 'ILSVRC2012_val_00028061.JPEG', 'ILSVRC2012_val_00018849.JPEG', 'ILSVRC2012_val_00003110.JPEG']"
625,lifeboat,n03662601,a strong sea boat designed to rescue people from a sinking ship,['https://en.wikipedia.org/wiki/Lifeboat_(rescue)'],vehicles,"['ILSVRC2012_val_00003543.JPEG', 'ILSVRC2012_val_00047549.JPEG', 'ILSVRC2012_val_00000571.JPEG', 'ILSVRC2012_val_00012154.JPEG', 'ILSVRC2012_val_00033031.JPEG']"
626,"lighter, light, igniter, ignitor",n03666591,"a device for lighting or igniting fuel or charges or fires; ""do you have a light?""",['https://en.wikipedia.org/wiki/Lighter'],Devices,"['ILSVRC2012_val_00009465.JPEG', 'ILSVRC2012_val_00015075.JPEG', 'ILSVRC2012_val_00005804.JPEG', 'ILSVRC2012_val_00046622.JPEG', 'ILSVRC2012_val_00038507.JPEG']"
627,"limousine, limo",n03670208,large luxurious car; usually driven by a chauffeur,['https://en.wikipedia.org/wiki/Limousine'],vehicles,"['ILSVRC2012_val_00002694.JPEG', 'ILSVRC2012_val_00020218.JPEG', 'ILSVRC2012_val_00041512.JPEG', 'ILSVRC2012_val_00000185.JPEG', 'ILSVRC2012_val_00007113.JPEG']"
628,"liner, ocean liner",n03673027,a large commercial ship (especially one that carries passengers on a regular schedule),['https://en.wikipedia.org/wiki/Ocean_liner'],vehicles,"['ILSVRC2012_val_00044088.JPEG', 'ILSVRC2012_val_00014164.JPEG', 'ILSVRC2012_val_00007758.JPEG', 'ILSVRC2012_val_00010144.JPEG', 'ILSVRC2012_val_00034477.JPEG']"
629,"lipstick, lip rouge",n03676483,makeup that is used to color the lips,['https://en.wikipedia.org/wiki/Lipstick'],"Implements, containers, misc. objects","['ILSVRC2012_val_00003138.JPEG', 'ILSVRC2012_val_00022289.JPEG', 'ILSVRC2012_val_00001262.JPEG', 'ILSVRC2012_val_00027437.JPEG', 'ILSVRC2012_val_00043137.JPEG']"
630,Loafer,n03680355,a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel,['https://en.wikipedia.org/wiki/Slip-on_shoe'],"Clothes, covering","['ILSVRC2012_val_00040042.JPEG', 'ILSVRC2012_val_00018984.JPEG', 'ILSVRC2012_val_00043783.JPEG', 'ILSVRC2012_val_00049231.JPEG', 'ILSVRC2012_val_00011304.JPEG']"
631,lotion,n03690938,any of various cosmetic preparations that are applied to the skin,['https://en.wikipedia.org/wiki/Lotion'],"Implements, containers, misc. objects","['ILSVRC2012_val_00017504.JPEG', 'ILSVRC2012_val_00032391.JPEG', 'ILSVRC2012_val_00038900.JPEG', 'ILSVRC2012_val_00037512.JPEG', 'ILSVRC2012_val_00024966.JPEG']"
632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",n03691459,electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,['https://en.wikipedia.org/wiki/Loudspeaker'],Devices,"['ILSVRC2012_val_00002359.JPEG', 'ILSVRC2012_val_00003180.JPEG', 'ILSVRC2012_val_00047253.JPEG', 'ILSVRC2012_val_00049479.JPEG', 'ILSVRC2012_val_00041210.JPEG']"
633,"loupe, jeweler's loupe",n03692522,small magnifying glass (usually set in an eyepiece) used by jewelers and horologists,['https://en.wikipedia.org/wiki/Loupe'],Devices,"['ILSVRC2012_val_00021030.JPEG', 'ILSVRC2012_val_00029897.JPEG', 'ILSVRC2012_val_00032694.JPEG', 'ILSVRC2012_val_00036273.JPEG', 'ILSVRC2012_val_00006135.JPEG']"
634,"lumbermill, sawmill",n03697007,a mill for dressing logs and lumber,['https://en.wikipedia.org/wiki/Sawmill'],"Structures, furnishing","['ILSVRC2012_val_00045808.JPEG', 'ILSVRC2012_val_00013631.JPEG', 'ILSVRC2012_val_00004144.JPEG', 'ILSVRC2012_val_00039453.JPEG', 'ILSVRC2012_val_00040882.JPEG']"
635,magnetic compass,n03706229,compass based on an indicator (as a magnetic needle) that points to the magnetic north,['https://en.wikipedia.org/wiki/Compass#Magnetic_compass'],Devices,"['ILSVRC2012_val_00015256.JPEG', 'ILSVRC2012_val_00029423.JPEG', 'ILSVRC2012_val_00048067.JPEG', 'ILSVRC2012_val_00020516.JPEG', 'ILSVRC2012_val_00003975.JPEG']"
636,"mailbag, postbag",n03709823,"letter carrier's shoulder bag; ""in Britain they call a mailbag a postbag""",['https://en.wikipedia.org/wiki/Mail_bag'],"Implements, containers, misc. objects","['ILSVRC2012_val_00017011.JPEG', 'ILSVRC2012_val_00039989.JPEG', 'ILSVRC2012_val_00014162.JPEG', 'ILSVRC2012_val_00015080.JPEG', 'ILSVRC2012_val_00034532.JPEG']"
637,"mailbox, letter box",n03710193,a private box for delivery of mail,['https://en.wikipedia.org/wiki/Letter_box'],"Implements, containers, misc. objects","['ILSVRC2012_val_00035424.JPEG', 'ILSVRC2012_val_00028280.JPEG', 'ILSVRC2012_val_00045717.JPEG', 'ILSVRC2012_val_00007759.JPEG', 'ILSVRC2012_val_00048410.JPEG']"
638,maillot,n03710637,tights for dancers or gymnasts,['https://en.wikipedia.org/wiki/Maillot'],"Clothes, covering","['ILSVRC2012_val_00021081.JPEG', 'ILSVRC2012_val_00000184.JPEG', 'ILSVRC2012_val_00001562.JPEG', 'ILSVRC2012_val_00018505.JPEG', 'ILSVRC2012_val_00011548.JPEG']"
639,"maillot, tank suit",n03710721,a woman's one-piece bathing suit,"['https://en.wikipedia.org/wiki/One-piece_swimsuit', 'https://en.wikipedia.org/wiki/Maillot']","Clothes, covering","['ILSVRC2012_val_00047553.JPEG', 'ILSVRC2012_val_00039972.JPEG', 'ILSVRC2012_val_00024687.JPEG', 'ILSVRC2012_val_00019278.JPEG', 'ILSVRC2012_val_00034525.JPEG']"
640,manhole cover,n03717622,a flush iron cover for a manhole (as in a street),['https://en.wikipedia.org/wiki/Manhole_cover'],"Clothes, covering","['ILSVRC2012_val_00010030.JPEG', 'ILSVRC2012_val_00008215.JPEG', 'ILSVRC2012_val_00027777.JPEG', 'ILSVRC2012_val_00034196.JPEG', 'ILSVRC2012_val_00013884.JPEG']"
641,maraca,n03720891,a percussion instrument consisting of a hollow gourd containing pebbles or beans; often played in pairs,['https://en.wikipedia.org/wiki/Maraca'],Devices,"['ILSVRC2012_val_00011678.JPEG', 'ILSVRC2012_val_00023761.JPEG', 'ILSVRC2012_val_00017528.JPEG', 'ILSVRC2012_val_00023160.JPEG', 'ILSVRC2012_val_00025932.JPEG']"
642,"marimba, xylophone",n03721384,a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets,"['https://en.wikipedia.org/wiki/Marimba', 'https://en.wikipedia.org/wiki/Xylophone']",Devices,"['ILSVRC2012_val_00023191.JPEG', 'ILSVRC2012_val_00024057.JPEG', 'ILSVRC2012_val_00022540.JPEG', 'ILSVRC2012_val_00048100.JPEG', 'ILSVRC2012_val_00037903.JPEG']"
643,mask,n03724870,a covering to disguise or conceal the face,['https://en.wikipedia.org/wiki/Mask'],"Clothes, covering","['ILSVRC2012_val_00030570.JPEG', 'ILSVRC2012_val_00038854.JPEG', 'ILSVRC2012_val_00023885.JPEG', 'ILSVRC2012_val_00020896.JPEG', 'ILSVRC2012_val_00035729.JPEG']"
644,matchstick,n03729826,a short thin stick of wood used in making matches,['https://en.wikipedia.org/wiki/Match'],"Implements, containers, misc. objects","['ILSVRC2012_val_00002056.JPEG', 'ILSVRC2012_val_00042470.JPEG', 'ILSVRC2012_val_00030440.JPEG', 'ILSVRC2012_val_00041855.JPEG', 'ILSVRC2012_val_00018528.JPEG']"
645,maypole,n03733131,a vertical pole or post decorated with streamers that can be held by dancers celebrating May Day,['https://en.wikipedia.org/wiki/Maypole'],Devices,"['ILSVRC2012_val_00011862.JPEG', 'ILSVRC2012_val_00034620.JPEG', 'ILSVRC2012_val_00021102.JPEG', 'ILSVRC2012_val_00029892.JPEG', 'ILSVRC2012_val_00026391.JPEG']"
646,"maze, labyrinth",n03733281,complex system of paths or tunnels in which it is easy to get lost,['https://en.wikipedia.org/wiki/Labyrinth'],"Implements, containers, misc. objects","['ILSVRC2012_val_00011827.JPEG', 'ILSVRC2012_val_00042322.JPEG', 'ILSVRC2012_val_00039642.JPEG', 'ILSVRC2012_val_00041328.JPEG', 'ILSVRC2012_val_00016418.JPEG']"
647,measuring cup,n03733805,graduated cup used to measure liquid or granular ingredients,['https://en.wikipedia.org/wiki/Measuring_cup'],"Implements, containers, misc. objects","['ILSVRC2012_val_00042993.JPEG', 'ILSVRC2012_val_00032857.JPEG', 'ILSVRC2012_val_00042106.JPEG', 'ILSVRC2012_val_00007887.JPEG', 'ILSVRC2012_val_00027672.JPEG']"
648,"medicine chest, medicine cabinet",n03742115,cabinet that holds medicines and toiletries,['https://en.wikipedia.org/wiki/Medicine_chest'],"Structures, furnishing","['ILSVRC2012_val_00005542.JPEG', 'ILSVRC2012_val_00020893.JPEG', 'ILSVRC2012_val_00031901.JPEG', 'ILSVRC2012_val_00006201.JPEG', 'ILSVRC2012_val_00018986.JPEG']"
649,"megalith, megalithic structure",n03743016,memorial consisting of a very large stone forming part of a prehistoric structure (especially in western Europe),['https://en.wikipedia.org/wiki/Megalith'],"Structures, furnishing","['ILSVRC2012_val_00048615.JPEG', 'ILSVRC2012_val_00012483.JPEG', 'ILSVRC2012_val_00042293.JPEG', 'ILSVRC2012_val_00034529.JPEG', 'ILSVRC2012_val_00017922.JPEG']"
650,"microphone, mike",n03759954,device for converting sound waves into electrical energy,['https://en.wikipedia.org/wiki/Microphone'],Devices,"['ILSVRC2012_val_00041525.JPEG', 'ILSVRC2012_val_00042490.JPEG', 'ILSVRC2012_val_00010804.JPEG', 'ILSVRC2012_val_00003465.JPEG', 'ILSVRC2012_val_00012172.JPEG']"
651,"microwave, microwave oven",n03761084,kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food,['https://en.wikipedia.org/wiki/Microwave_oven'],Devices,"['ILSVRC2012_val_00028554.JPEG', 'ILSVRC2012_val_00035732.JPEG', 'ILSVRC2012_val_00035302.JPEG', 'ILSVRC2012_val_00042348.JPEG', 'ILSVRC2012_val_00038692.JPEG']"
652,military uniform,n03763968,prescribed identifying uniform for soldiers,['https://en.wikipedia.org/wiki/Military_uniform'],"Clothes, covering","['ILSVRC2012_val_00010475.JPEG', 'ILSVRC2012_val_00043287.JPEG', 'ILSVRC2012_val_00020898.JPEG', 'ILSVRC2012_val_00049402.JPEG', 'ILSVRC2012_val_00044291.JPEG']"
653,milk can,n03764736,large can for transporting milk,['https://en.wikipedia.org/wiki/Milk_churn'],"Implements, containers, misc. objects","['ILSVRC2012_val_00031700.JPEG', 'ILSVRC2012_val_00018209.JPEG', 'ILSVRC2012_val_00043790.JPEG', 'ILSVRC2012_val_00046787.JPEG', 'ILSVRC2012_val_00033374.JPEG']"
654,minibus,n03769881,a light bus (4 to 10 passengers),['https://en.wikipedia.org/wiki/Minibus'],vehicles,"['ILSVRC2012_val_00040459.JPEG', 'ILSVRC2012_val_00021324.JPEG', 'ILSVRC2012_val_00044350.JPEG', 'ILSVRC2012_val_00008195.JPEG', 'ILSVRC2012_val_00017651.JPEG']"
655,"miniskirt, mini",n03770439,a very short skirt,['https://en.wikipedia.org/wiki/Miniskirt'],"Clothes, covering","['ILSVRC2012_val_00016619.JPEG', 'ILSVRC2012_val_00016482.JPEG', 'ILSVRC2012_val_00017136.JPEG', 'ILSVRC2012_val_00018583.JPEG', 'ILSVRC2012_val_00001192.JPEG']"
656,minivan,n03770679,a small box-shaped passenger van; usually has removable seats; used as a family car,['https://en.wikipedia.org/wiki/Minivan'],vehicles,"['ILSVRC2012_val_00035864.JPEG', 'ILSVRC2012_val_00016492.JPEG', 'ILSVRC2012_val_00024170.JPEG', 'ILSVRC2012_val_00023556.JPEG', 'ILSVRC2012_val_00015295.JPEG']"
657,missile,n03773504,a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control,['https://en.wikipedia.org/wiki/Missile'],Devices,"['ILSVRC2012_val_00010189.JPEG', 'ILSVRC2012_val_00025264.JPEG', 'ILSVRC2012_val_00022433.JPEG', 'ILSVRC2012_val_00003914.JPEG', 'ILSVRC2012_val_00046125.JPEG']"
658,mitten,n03775071,glove that encases the thumb separately and the other four fingers together,['https://en.wikipedia.org/wiki/Glove#Mittens'],"Clothes, covering","['ILSVRC2012_val_00039748.JPEG', 'ILSVRC2012_val_00044497.JPEG', 'ILSVRC2012_val_00032775.JPEG', 'ILSVRC2012_val_00037775.JPEG', 'ILSVRC2012_val_00033060.JPEG']"
659,mixing bowl,n03775546,bowl used with an electric mixer,['https://en.wikipedia.org/wiki/Mixing_Bowl'],"Implements, containers, misc. objects","['ILSVRC2012_val_00029594.JPEG', 'ILSVRC2012_val_00026744.JPEG', 'ILSVRC2012_val_00016381.JPEG', 'ILSVRC2012_val_00030108.JPEG', 'ILSVRC2012_val_00039920.JPEG']"
660,"mobile home, manufactured home",n03776460,a large house trailer that can be connected to utilities and can be parked in one place and used as permanent housing,['https://en.wikipedia.org/wiki/Mobile_home'],"Structures, furnishing","['ILSVRC2012_val_00020127.JPEG', 'ILSVRC2012_val_00009552.JPEG', 'ILSVRC2012_val_00024703.JPEG', 'ILSVRC2012_val_00020024.JPEG', 'ILSVRC2012_val_00035978.JPEG']"
661,Model T,n03777568,the first widely available automobile powered by a gasoline engine; mass-produced by Henry Ford from 1908 to 1927,['https://en.wikipedia.org/wiki/Ford_Model_T'],vehicles,"['ILSVRC2012_val_00042761.JPEG', 'ILSVRC2012_val_00003473.JPEG', 'ILSVRC2012_val_00035539.JPEG', 'ILSVRC2012_val_00025896.JPEG', 'ILSVRC2012_val_00033828.JPEG']"
662,modem,n03777754,(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line,['https://en.wikipedia.org/wiki/Modem'],Devices,"['ILSVRC2012_val_00040023.JPEG', 'ILSVRC2012_val_00033556.JPEG', 'ILSVRC2012_val_00040760.JPEG', 'ILSVRC2012_val_00024018.JPEG', 'ILSVRC2012_val_00039683.JPEG']"
663,monastery,n03781244,the residence of a religious community,['https://en.wikipedia.org/wiki/Monastery'],"Structures, furnishing","['ILSVRC2012_val_00026309.JPEG', 'ILSVRC2012_val_00008109.JPEG', 'ILSVRC2012_val_00003701.JPEG', 'ILSVRC2012_val_00044002.JPEG', 'ILSVRC2012_val_00032569.JPEG']"
664,monitor,n03782006,electronic equipment that is used to check the quality or content of electronic transmissions,['https://en.wikipedia.org/wiki/Computer_monitor'],Devices,"['ILSVRC2012_val_00002089.JPEG', 'ILSVRC2012_val_00000119.JPEG', 'ILSVRC2012_val_00034501.JPEG', 'ILSVRC2012_val_00012397.JPEG', 'ILSVRC2012_val_00023882.JPEG']"
665,moped,n03785016,a motorbike that can be pedaled or driven by a low-powered gasoline engine,['https://en.wikipedia.org/wiki/Moped'],vehicles,"['ILSVRC2012_val_00049674.JPEG', 'ILSVRC2012_val_00047944.JPEG', 'ILSVRC2012_val_00007101.JPEG', 'ILSVRC2012_val_00013476.JPEG', 'ILSVRC2012_val_00026409.JPEG']"
666,mortar,n03786901,a bowl-shaped vessel in which substances can be ground and mixed with a pestle,['https://en.wikipedia.org/wiki/Mortar_and_pestle'],"Implements, containers, misc. objects","['ILSVRC2012_val_00021007.JPEG', 'ILSVRC2012_val_00049573.JPEG', 'ILSVRC2012_val_00021100.JPEG', 'ILSVRC2012_val_00044518.JPEG', 'ILSVRC2012_val_00032817.JPEG']"
667,mortarboard,n03787032,an academic cap with a flat square with a tassel on top,['https://en.wikipedia.org/wiki/Square_academic_cap'],"Clothes, covering","['ILSVRC2012_val_00017757.JPEG', 'ILSVRC2012_val_00037172.JPEG', 'ILSVRC2012_val_00010504.JPEG', 'ILSVRC2012_val_00028732.JPEG', 'ILSVRC2012_val_00001035.JPEG']"
